8731,8698,8681,8666,7,359,104,27,33,92,6,66,36,72,54,48,36,48,36,39,60,48,36,383,383,389,389,389,390,389,390,389,387,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,359,383,389,389,365,389,389,390,366,390,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,366,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,384,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383
383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,387,383,383,383,383,389,390,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,390,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,386,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,366,390,383,383,359,383,383,389,365,389,389,365,389,366,365,383,359,359,359,383,366,366,365,365,365,389,389,366,359,360,359,359,359,365,366,389,365,366,389,389,384,359,359,383,359,389,389,389,366,365,389,365,365,383,383,383,360,383,365,365,389,365,389,389,389,389,383,383,359,359,383,389,389,389,365,389,366,389,389,359,383,383,359,383,389,389,389,366
365,389,389,365,383,383,383,383,383,389,389,389,389,389,389,365,385,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,390,389,383,383,383,383,383,389,389,389,389,389,389,389,388,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,365,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383
383,389,389,389,389,389,389,389,386,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,390,389,389,389,384,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,386,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389
387,383,383,383,383,389,389,390,389,389,389,389,389,383,383,383,383,383,389,389,389,390,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,387,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,390,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,390,383,383,383,383,383,389,389,389,389,389,389,389,387,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,390,389,389,387,383,383,383,383,389,389,389
389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,388,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,390,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,386,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,387,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383
383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,387,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,385,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,387,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389
389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,385,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,388,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,390,389,389,389,386,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389
389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,387,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,388,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,386,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383
383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,386,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,387,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,386,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389,389,389,389,389,383,383,383,383,383,389,389,389,389
