9,489,489,489,489,495,495,495,495,495,495,489,48495,262,81,6,94,121,262,254,240,258,103,16,99,255,88,3,103,42,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,496,489,489,489,489,489,489,495,495,495,495,496,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495
495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,496,496,495,495,489,489,489,489,489,489,495,495,495,496,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,496,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,495,495,495,489,489,489,489,489,489,496,495,495,495,495,495,495,489,489,489,489,489,489
495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,496,495,495,495,495,495,495,489,489,489,489
489,489,495,495,495,495,496,495,495,489,489,489,489,489,489,495,495,495,495,495,495,496,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,496,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489
489,489,489,489,489,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,496,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,496,489,489,489,489,489,489,495,495,495,495,495,495
496,489,489,489,489,489,489,496,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,489,489,489,489,489,489,489,496,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,496,496,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495
495,495,496,489,489,489,489,489,489,495,495,495,495,495,495,496,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,496,489,489,489,489,489,489,495,496,495,495,495,495,495,489,489,489,489,489,489,495
495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,496,496,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,496,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,496,496,489,489,489,489,489,489,489,495,496,495,496,495,495,489,489,489,489,489
489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489
489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,496,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,496,495,495,496,489,489,489,489,489,489,495,495,495,495,496,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495
489,489,489,489,489,489,495,495,496,495,495,495,495,489,489,489,489,489,489,495,495,495,495,496,495,495,489,489,489,489,489,489,496,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,496,495,495,489,489,489,489,489,489,495,496,495,495,496,495,496,489,489,489,489,489,489,495,495,496,495,495,496,496,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495
495,496,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,496,495
495,495,495,496,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,496,495,495,495,495,495,489,489,489,489,489,489,489,495,496,495,495,495,495,489,489,489,489,489,489,496,495,495,495,495,495,495,489,489,489,489,489,489,496,496,495,496,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,496,495,495,495,495,489,489,489,489,489,489
489,495,495,496,495,496,495,489,489,489,489,489,489,495,495,495,496,496,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,496,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,495,495,495,489,489,489,489,489,489,496,495,495,495,495,495,495,489,489,489
489,489,489,495,495,495,495,495,496,496,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,496,495,495,495,495,495,495,489,489,489,489,489,489,496,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,496,495,495,495,495,495,489
489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,496,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,496,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,496,495,495,495
495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,496,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,496,495,495,495,489,489,489,489,489,489,495,495,495
495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,496,496,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,495,495,495,489,489,489,489,489,489,495,496,495,495,495,495,495,489,489,489,489,489,489
495,495,495,496,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,496,495,496,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,496,496,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489
489,489,495,495,496,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,496,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,496,495,495,495,495,495,489,489,489,489,489,489,496,495,495,495,495,495,489,489
489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,496,495,495,495,496,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,496,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495
495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,496,495,489,489,489,489,489,489,495,496,495,495,495,495,495,489,489,489,489,489,489,496,495,495,495,496,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,495,495,489,489,489,489,489,489,489,495,495,495
495,495,496,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,496,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,496,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,496,495,495,489,489,489,489,489,489,496
495,495,495,496,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,496,495,495,495,489,489,489,489,489,489,495,495,496,495,496,495,495,489,489,489,489,489,489,495,495,496,495,495,496,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489
489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,496,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,496,495,495,495,489,489,489,489,489,489,495,495,495,495,496,495,495,489,489,489,489,489,489,495,495,495,495,496,496,496,489,489
489,489,489,489,495,496,495,495,495,495,489,489,489,489,489,489,489,495,496,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,495,495,495
489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,496,496,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,496,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,496,495,495,495,495,489,489,489,489,489,489,495,495,495,495
495,495,489,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,496,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,496,495,495,496,489,489,489,489,489,489,495,495
495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,495,489,489,489,489,489,489,489,495,495,495,495,496,495,489,489,489,489,489,489,496,495,495,495,495,495,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,495,495,495,495,496,495,489,489,489,489,489,489,495,495,496,496,495,495,489,489,489,489,489,489
